id,fecha,tipo_proceso,canal,tiempo_ciclo,costo,errores,prioridad,responsable,etiqueta_clase,tipo_proceso_encoded,canal_encoded,prioridad_encoded,responsable_encoded,tiempo_ciclo_norm,costo_norm,errores_norm,mes,dia_semana,trimestre,costo_por_error,tiempo_vs_mediana
PROC00074,2024-01-05 18:23:00,Inventario,Manual,50.4,47.5,0,Alta,María,Manual,1,2,0,3,0.663384996006563,-0.7523539431112836,-0.7128235214731489,1,4,1,0.0,2.344186046511628
PROC00075,2024-01-06 11:56:00,Inventario,Manual,3.1,29.26,3,Baja,Pedro,Revisión,1,2,1,4,-0.9084236501183515,-1.0111494271976311,3.560698789516953,1,5,1,9.753333333333334,0.14418604651162792
PROC00076,2024-01-06 22:09:00,Facturación,Web,2.2,123.52,0,Alta,Ana,Manual,0,4,0,0,-0.9383312142095234,0.32624434089333004,-0.7128235214731489,1,5,1,0.0,0.10232558139534885
PROC00077,2024-01-01 14:38:00,Facturación,Manual,5.0,81.58,1,Media,Sofia,Manual,0,2,2,5,-0.8452854592592112,-0.26881501231837074,0.7116839155235517,1,0,1,81.58,0.23255813953488372
PROC00078,2024-01-07 10:28:00,Facturación,Sistema,43.4,85.21,1,Alta,Sofia,Manual,0,3,0,5,0.4307706086307828,-0.21731130578144964,0.7116839155235517,1,6,1,85.21,2.0186046511627906
PROC00079,2024-01-04 09:27:00,Pagos,Manual,38.6,65.16,2,Baja,Sofia,Manual,3,2,1,5,0.27126360014453366,-0.5017877013917167,2.1361913525202523,1,3,1,32.58,1.7953488372093025
PROC00080,2024-01-04 08:59:00,Inventario,API,25.0,151.76,0,Baja,Juan,Manual,1,0,1,2,-0.1806729238998393,0.7269233140621051,-0.7128235214731489,1,3,1,0.0,1.1627906976744187
PROC00081,2024-01-05 09:31:00,Logística,Email,18.9,96.5,0,Media,Ana,Manual,2,1,2,0,-0.3833797471844478,-0.05712484660738893,-0.7128235214731489,1,4,1,0.0,0.8790697674418604
PROC00082,2024-01-06 22:51:00,Facturación,API,65.8,330.37,0,Baja,Sofia,Manual,0,0,1,5,1.1751366482332792,3.2611043125633423,-0.7128235214731489,1,5,1,0.0,3.0604651162790697
PROC00083,2024-01-07 00:44:00,Facturación,API,43.7,94.14,0,Urgente,Juan,Manual,0,0,3,2,0.4407397966611736,-0.0906093500308418,-0.7128235214731489,1,6,1,0.0,2.032558139534884
PROC00084,2024-01-06 00:08:00,Soporte,API,50.1,112.99,1,Baja,Juan,Manual,4,0,1,2,0.6534158079761725,0.17684102688953388,0.7116839155235517,1,5,1,112.99,2.330232558139535
PROC00085,2024-01-04 15:56:00,Facturación,Email,50.3,164.98,0,Baja,Carlos,Manual,0,1,1,1,0.6600619333297661,0.9144932866290741,-0.7128235214731489,1,3,1,0.0,2.33953488372093
PROC00086,2024-01-02 10:22:00,Pagos,Web,30.9,122.91,0,Baja,Ana,Manual,3,4,1,0,0.015387774031175376,0.31758944805930195,-0.7128235214731489,1,1,1,0.0,1.4372093023255814
PROC00087,2024-01-01 01:04:00,Inventario,API,18.4,30.52,0,Baja,María,Automático,1,0,1,3,-0.3999950605684321,-0.9932721075732454,-0.7128235214731489,1,0,1,0.0,0.8558139534883721
PROC00088,2024-01-06 13:26:00,Pagos,Manual,60.0,72.58,0,Media,Juan,Manual,3,2,2,2,0.9823990129790616,-0.39651015249255545,-0.7128235214731489,1,5,1,0.0,2.7906976744186047
PROC00089,2024-01-02 18:48:00,Facturación,Manual,78.1,44.72,2,Media,María,Manual,0,2,2,3,1.583873357479293,-0.7917975530761984,2.1361913525202523,1,1,1,22.36,3.6325581395348836
PROC00090,2024-01-04 19:03:00,Facturación,API,0.7,118.41,0,Baja,Pedro,Manual,0,0,1,4,-0.9881771543614762,0.2537418779722096,-0.7128235214731489,1,3,1,0.0,0.03255813953488372
PROC00091,2024-01-02 09:47:00,Facturación,Email,1.6,103.29,1,Baja,Juan,Manual,0,1,1,2,-0.9582695902703044,0.0392140424795794,0.7116839155235517,1,1,1,103.29,0.07441860465116279
PROC00092,2024-01-02 20:55:00,Inventario,Email,95.6,157.98,0,Baja,Sofia,Manual,1,1,1,5,2.1654093259187435,0.815174844271375,-0.7128235214731489,1,1,1,0.0,4.446511627906976
PROC00093,2024-01-07 17:27:00,Pagos,Web,9.7,173.02,1,Baja,Juan,Manual,3,4,1,2,-0.6891015134497589,1.0285676118513463,0.7116839155235517,1,6,1,173.02,0.4511627906976744
PROC00094,2024-01-04 15:38:00,Facturación,API,62.0,44.67,0,Media,Sofia,Manual,0,0,2,5,1.0488602665149989,-0.7925069705216105,-0.7128235214731489,1,3,1,0.0,2.883720930232558
PROC00095,2024-01-04 21:38:00,Inventario,Web,14.8,170.65,1,Alta,Juan,Manual,1,4,0,2,-0.519625316933119,0.9949412249388108,0.7116839155235517,1,3,1,170.65,0.6883720930232559
PROC00096,2024-01-05 16:16:00,Logística,Web,3.8,188.92,1,Alta,Sofia,Manual,2,4,0,5,-0.8851622113807736,1.2541623594924056,0.7116839155235517,1,4,1,188.92,0.17674418604651163
PROC00097,2024-01-01 06:31:00,Facturación,API,2.5,36.76,1,Urgente,María,Manual,0,0,3,3,-0.9283620261791327,-0.9047368103858107,0.7116839155235517,1,0,1,36.76,0.11627906976744186
PROC00098,2024-01-05 02:12:00,Pagos,Email,5.1,113.12,0,Alta,Carlos,Manual,3,1,0,1,-0.8419623965824145,0.17868551224760557,-0.7128235214731489,1,4,1,0.0,0.23720930232558138
PROC00099,2024-01-03 11:21:00,Inventario,Manual,8.6,212.89,2,Media,Ana,Manual,1,2,2,0,-0.7256552028945243,1.594257082822984,2.1361913525202523,1,2,1,106.445,0.39999999999999997
PROC00100,2024-01-05 07:04:00,Facturación,Web,20.1,71.66,1,Media,Juan,Manual,0,4,2,2,-0.3435029950628854,-0.4095634334881388,0.7116839155235517,1,4,1,71.66,0.9348837209302326
PROC00101,2024-01-03 03:39:00,Pagos,Web,36.3,85.6,1,Alta,Ana,Manual,3,4,0,0,0.19483315857820574,-0.21177784970723496,0.7116839155235517,1,2,1,85.6,1.6883720930232557
PROC00102,2024-01-05 08:38:00,Inventario,API,128.9,112.6,0,Media,Sofia,Manual,1,0,2,5,3.271989197292098,0.1713075708153192,-0.7128235214731489,1,4,1,0.0,5.995348837209303
PROC00103,2024-01-06 19:52:00,Logística,API,17.5,95.17,0,Baja,Ana,Manual,2,0,1,0,-0.42990262465960377,-0.07599535065535176,-0.7128235214731489,1,5,1,0.0,0.813953488372093
PROC00104,2024-01-03 03:44:00,Logística,Web,21.9,99.84,0,Media,Sofia,Manual,2,4,2,5,-0.283687866880542,-0.009735761253858112,-0.7128235214731489,1,2,1,0.0,1.0186046511627906
PROC00105,2024-01-06 00:15:00,Inventario,Email,22.1,134.86,1,Urgente,Ana,Manual,1,1,3,0,-0.27704174152694816,0.487140217512803,0.7116839155235517,1,5,1,134.86,1.0279069767441862
PROC00106,2024-01-02 16:54:00,Inventario,Email,23.3,138.65,1,Alta,Sofia,Manual,1,1,0,5,-0.23716498940538588,0.5409140598750429,0.7116839155235517,1,1,1,138.65,1.083720930232558
PROC00107,2024-01-07 05:56:00,Pagos,API,21.9,83.32,1,Baja,María,Manual,3,0,1,3,-0.283687866880542,-0.24412728521802843,0.7116839155235517,1,6,1,83.32,1.0186046511627906
PROC00108,2024-01-02 21:31:00,Inventario,Email,0.3,260.75,2,Urgente,Sofia,Manual,1,1,3,5,-1.0014694050686637,2.273311461571482,2.1361913525202523,1,1,1,130.375,0.013953488372093023
PROC00109,2024-01-06 15:54:00,Pagos,API,0.1,44.54,0,Urgente,Ana,Automático,3,0,3,0,-1.0081155304222573,-0.794351455879682,-0.7128235214731489,1,5,1,0.0,0.004651162790697674
PROC00110,2024-01-07 18:42:00,Facturación,Manual,3.1,154.69,1,Baja,Pedro,Manual,0,2,1,4,-0.9084236501183515,0.7684951763632565,0.7116839155235517,1,6,1,154.69,0.14418604651162792
PROC00111,2024-01-04 12:16:00,Inventario,API,3.2,7.41,1,Alta,Sofia,Manual,1,0,0,5,-0.9051005874415547,-1.3211648508427352,0.7116839155235517,1,3,1,7.41,0.14883720930232558
PROC00112,2024-01-06 15:10:00,Inventario,Web,36.6,90.12,1,Alta,María,Manual,1,4,0,3,0.20480234660859647,-0.1476465126419776,0.7116839155235517,1,5,1,90.12,1.7023255813953488
PROC00113,2024-01-03 16:00:00,Pagos,Email,6.9,5.59,0,Baja,María,Manual,3,1,1,3,-0.7821472684000709,-1.346987645855737,-0.7128235214731489,1,2,1,0.0,0.32093023255813957
PROC00114,2024-01-01 17:08:00,Soporte,API,67.5,94.78,1,Media,Pedro,Manual,4,0,2,4,1.231628713738826,-0.08152880672956644,0.7116839155235517,1,0,1,94.78,3.13953488372093
PROC00115,2024-01-06 03:05:00,Facturación,Manual,79.2,121.76,1,Baja,Carlos,Manual,0,2,1,1,1.6204270469240587,0.3012728468148229,0.7116839155235517,1,5,1,121.76,3.683720930232558
PROC00116,2024-01-01 08:22:00,Pagos,API,111.8,66.61,0,Media,Carlos,Manual,3,0,2,1,2.7037454795598346,-0.48121459547476464,-0.7128235214731489,1,0,1,0.0,5.2
PROC00117,2024-01-05 19:10:00,Facturación,Web,83.9,88.09,0,Alta,Sofia,Manual,0,4,0,5,1.7766109927335112,-0.17644886092571038,-0.7128235214731489,1,4,1,0.0,3.902325581395349
PROC00118,2024-01-07 07:02:00,Logística,Web,9.5,145.88,1,Media,Juan,Manual,2,4,2,2,-0.6957476388033526,0.6434958224816378,0.7116839155235517,1,6,1,145.88,0.4418604651162791
PROC00119,2024-01-05 19:38:00,Inventario,API,21.4,0.68,0,Media,Carlos,Manual,1,0,2,1,-0.3003031802645263,-1.4166524389952089,-0.7128235214731489,1,4,1,0.0,0.9953488372093022
PROC00120,2024-01-04 02:48:00,Pagos,Manual,5.8,57.67,2,Alta,Juan,Manual,3,2,0,2,-0.8187009578448363,-0.6080584347144548,2.1361913525202523,1,3,1,28.835,0.2697674418604651
PROC00121,2024-01-01 03:26:00,Inventario,Web,49.2,217.21,0,Urgente,Ana,Manual,1,4,3,0,0.6235082438850008,1.6555507501065931,-0.7128235214731489,1,0,1,0.0,2.288372093023256
PROC00122,2024-01-04 13:34:00,Pagos,Manual,65.8,29.8,1,Baja,Juan,Manual,3,2,1,2,1.1751366482332792,-1.0034877187871802,0.7116839155235517,1,3,1,29.8,3.0604651162790697
PROC00123,2024-01-05 03:37:00,Logística,Manual,57.2,49.32,2,Alta,Carlos,Manual,2,2,0,1,0.8893532580287496,-0.7265311480982817,2.1361913525202523,1,4,1,24.66,2.66046511627907
PROC00124,2024-01-06 08:41:00,Pagos,Manual,17.0,10.75,0,Baja,Juan,Manual,3,2,1,2,-0.4465179380435881,-1.2737757654892043,-0.7128235214731489,1,5,1,0.0,0.7906976744186046
PROC00125,2024-01-05 21:15:00,Pagos,API,42.6,58.12,1,Baja,María,Manual,3,0,1,3,0.4041861072164081,-0.6016736777057455,0.7116839155235517,1,4,1,58.12,1.9813953488372094
PROC00126,2024-01-02 00:44:00,Soporte,Email,3.1,79.99,1,Alta,Carlos,Manual,4,1,0,1,-0.9084236501183515,-0.29137448708247676,0.7116839155235517,1,1,1,79.99,0.14418604651162792
PROC00127,2024-01-06 10:58:00,Facturación,API,1.2,397.74,1,Alta,Juan,Manual,0,0,0,2,-0.9715618409774919,4.216973378511656,0.7116839155235517,1,5,1,397.74,0.05581395348837209
PROC00128,2024-01-01 14:23:00,Facturación,API,42.0,116.2,0,Media,Carlos,Manual,0,0,2,1,0.3842477311556268,0.22238562688499322,-0.7128235214731489,1,0,1,0.0,1.9534883720930232
PROC00129,2024-01-02 22:30:00,Inventario,Web,16.6,60.46,0,Baja,Pedro,Manual,1,4,1,4,-0.45981018875077545,-0.5684729412604576,-0.7128235214731489,1,1,1,0.0,0.772093023255814
PROC00130,2024-01-06 03:28:00,Soporte,Web,162.4,19.12,0,Baja,Carlos,Manual,4,4,1,1,4.385215194019047,-1.1550192851272125,-0.7128235214731489,1,5,1,0.0,7.553488372093024
PROC00131,2024-01-07 01:55:00,Pagos,Web,3.1,49.68,0,Alta,Pedro,Automático,3,4,0,4,-0.9084236501183515,-0.7214233424913143,-0.7128235214731489,1,6,1,0.0,0.14418604651162792
